,date,position,city,state,endorser,endorsee,endorser party,source,order,category,body,district,points_x,key,name,x,y,points_y,points_by_state
443,,DNC member,,GA,Sheikh M. Rahman,,D,,,DNC members,,,1,GA,Georgia,7,6,40,0.0
444,,DNC member,,GA,Richard A. Ray,,D,,,DNC members,,,1,GA,Georgia,7,6,40,0.0
445,,DNC member,,GA,Sally S. Rosser,,D,,,DNC members,,,1,GA,Georgia,7,6,40,0.0
446,,DNC member,,GA,Pamela Stephenson,,D,,,DNC members,,,1,GA,Georgia,7,6,40,0.0
447,,DNC member,,GA,Ted Terry,,D,,,DNC members,,,1,GA,Georgia,7,6,40,0.0
448,,DNC member,,GA,Nikema Williams,,D,,,DNC members,,,1,GA,Georgia,7,6,40,0.0
449,,past vice president,,TN,Al Gore,,D,,,Past presidents and vice presidents,,,10,TN,Tennessee,5,5,32,0.0
450,,mayor,Nashville,TN,David Briley,,D,,23.0,Mayors,,,3,TN,Tennessee,5,5,32,0.0
451,,mayor,Memphis,TN,Jim Strickland,,D,,24.0,Mayors,,,3,TN,Tennessee,5,5,32,0.0
452,,representative,,TN,Jim Cooper,,D,,,Representatives,,5.0,3,TN,Tennessee,5,5,32,0.0
453,,representative,,TN,Steve Cohen,,D,,,Representatives,,9.0,3,TN,Tennessee,5,5,32,0.0
454,,minority leader,,TN,Karen Camper,,D,,,State legislative leaders,House,,2,TN,Tennessee,5,5,32,0.0
455,,minority leader,,TN,Jeff Yarbro,,D,,,State legislative leaders,Senate,,2,TN,Tennessee,5,5,32,0.0
456,,DNC member,,TN,Gale Jones Carson,,D,,,DNC members,,,1,TN,Tennessee,5,5,32,0.0
457,,DNC member,,TN,Will T. Cheek,,D,,,DNC members,,,1,TN,Tennessee,5,5,32,0.0
458,,DNC member,,TN,Robert H. Cowan,,D,,,DNC members,,,1,TN,Tennessee,5,5,32,0.0
459,,DNC member,,TN,Mary Mancini,,D,,,DNC members,,,1,TN,Tennessee,5,5,32,0.0
460,,DNC member,,TN,William Owen,,D,,,DNC members,,,1,TN,Tennessee,5,5,32,0.0
461,,DNC member,,TN,Marisa Richmond,,D,,,DNC members,,,1,TN,Tennessee,5,5,32,0.0
462,,governor,,CO,Jared Polis,,D,,,Governors,,,8,CO,Colorado,2,4,51,0.0
463,,senator,,CO,Michael F. Bennet,,D,,,Senators,,,6,CO,Colorado,2,4,51,0.0
464,,former DNC chair,,CO,Roy Romer,,D,,,Former party leaders,,,5,CO,Colorado,2,4,51,0.0
465,,mayor,Denver,CO,Michael Hancock,,D,,19.0,Mayors,,,3,CO,Colorado,2,4,51,0.0
466,,representative,,CO,Diana DeGette,,D,,,Representatives,,1.0,3,CO,Colorado,2,4,51,0.0
467,,representative,,CO,Joe Neguse,,D,,,Representatives,,2.0,3,CO,Colorado,2,4,51,0.0
468,,representative,,CO,Jason Crow,,D,,,Representatives,,6.0,3,CO,Colorado,2,4,51,0.0
469,,representative,,CO,Ed Perlmutter,,D,,,Representatives,,7.0,3,CO,Colorado,2,4,51,0.0
470,,speaker,,CO,KC Becker,,D,,,State legislative leaders,House,,2,CO,Colorado,2,4,51,0.0
471,,president,,CO,Leroy Garcia,,D,,,State legislative leaders,Senate,,2,CO,Colorado,2,4,51,0.0
472,,lieutenant governor,,CO,Dianne Primavera,,D,,26.0,Statewide officeholders,,,2,CO,Colorado,2,4,51,0.0
473,,secretary of state,,CO,Jena Griswold,,D,,27.0,Statewide officeholders,,,2,CO,Colorado,2,4,51,0.0
474,,attorney general,,CO,Phil Weiser,,D,,28.0,Statewide officeholders,,,2,CO,Colorado,2,4,51,0.0
475,,state treasurer,,CO,Dave Young,,D,,29.0,Statewide officeholders,,,2,CO,Colorado,2,4,51,0.0
476,,DNC member,,CO,Morgan Carroll,,D,,,DNC members,,,1,CO,Colorado,2,4,51,0.0
477,,DNC member,,CO,Howard Chou,,D,,,DNC members,,,1,CO,Colorado,2,4,51,0.0
478,,DNC member,,CO,Michael F. Hamrick,,D,,,DNC members,,,1,CO,Colorado,2,4,51,0.0
479,,DNC member,,CO,Jeri D. Shepherd,,D,,,DNC members,,,1,CO,Colorado,2,4,51,0.0
480,,DNC member,,CO,Terry L. Tucker,,D,,,DNC members,,,1,CO,Colorado,2,4,51,0.0
481,,governor,,CT,Ned Lamont,,D,,,Governors,,,8,CT,Connecticut,9,3,63,0.0
482,,senator,,CT,Richard Blumenthal,,D,,,Senators,,,6,CT,Connecticut,9,3,63,0.0
483,,senator,,CT,Christopher Murphy,,D,,,Senators,,,6,CT,Connecticut,9,3,63,0.0
484,,former DNC chair,,CT,Chris Dodd,,D,,,Former party leaders,,,5,CT,Connecticut,9,3,63,0.0
485,,past vice-presidential nominee,,CT,Joe Lieberman,,D,,6.0,Past nominees,,,5,CT,Connecticut,9,3,63,0.0
486,,representative,,CT,John B. Larson,,D,,,Representatives,,1.0,3,CT,Connecticut,9,3,63,0.0
487,,representative,,CT,Joe Courtney,,D,,,Representatives,,2.0,3,CT,Connecticut,9,3,63,0.0
488,,representative,,CT,Rosa L. DeLauro,,D,,,Representatives,,3.0,3,CT,Connecticut,9,3,63,0.0
489,,representative,,CT,Jim Himes,,D,,,Representatives,,4.0,3,CT,Connecticut,9,3,63,0.0
490,,representative,,CT,Jahana Hayes,,D,,,Representatives,,5.0,3,CT,Connecticut,9,3,63,0.0
491,,speaker,,CT,Joe Aresimowicz,,D,,,State legislative leaders,House,,2,CT,Connecticut,9,3,63,0.0
492,,president pro tem,,CT,Martin Looney,,D,,,State legislative leaders,Senate,,2,CT,Connecticut,9,3,63,0.0
493,,lieutenant governor,,CT,Susan Bysiewicz,,D,,30.0,Statewide officeholders,,,2,CT,Connecticut,9,3,63,0.0
494,,secretary of state,,CT,Denise Merrill,,D,,31.0,Statewide officeholders,,,2,CT,Connecticut,9,3,63,0.0
495,,state treasurer,,CT,Shawn Wooden,,D,,32.0,Statewide officeholders,,,2,CT,Connecticut,9,3,63,0.0
496,,attorney general,,CT,William Tong,,D,,33.0,Statewide officeholders,,,2,CT,Connecticut,9,3,63,0.0
497,,state comptroller,,CT,Kevin Lembo,,D,,34.0,Statewide officeholders,,,2,CT,Connecticut,9,3,63,0.0
498,,DNC member,,CT,Nancy DiNardo,,D,,,DNC members,,,1,CT,Connecticut,9,3,63,0.0
499,,DNC member,,CT,John W. Olsen,,D,,,DNC members,,,1,CT,Connecticut,9,3,63,0.0
500,,DNC member,,CT,Erick Russell,,D,,,DNC members,,,1,CT,Connecticut,9,3,63,0.0
501,,DNC member,,CT,Nancy Wyman,,D,,,DNC members,,,1,CT,Connecticut,9,3,63,0.0
502,,governor,,HI,David Ige,,D,,,Governors,,,8,HI,Hawaii,0,7,36,0.0
503,,senator,,HI,Mazie K. Hirono,,D,,,Senators,,,6,HI,Hawaii,0,7,36,0.0
504,,senator,,HI,Brian Schatz,,D,,,Senators,,,6,HI,Hawaii,0,7,36,0.0
505,,mayor,Honolulu,HI,Kirk Caldwell,,D,,54.0,Mayors,,,3,HI,Hawaii,0,7,36,0.0
506,,representative,,HI,Ed Case,,D,,,Representatives,,1.0,3,HI,Hawaii,0,7,36,0.0
507,,president,,HI,Ron Kouchi,,D,,,State legislative leaders,Senate,,2,HI,Hawaii,0,7,36,0.0
508,,speaker,,HI,Scott Saiki,,D,,,State legislative leaders,House,,2,HI,Hawaii,0,7,36,0.0
509,,lieutenant governor,,HI,Josh Green,,D,,51.0,Statewide officeholders,,,2,HI,Hawaii,0,7,36,0.0
510,,DNC member,,HI,Bart E. Dame,,D,,,DNC members,,,1,HI,Hawaii,0,7,36,0.0
511,,DNC member,,HI,Gary Hooser,,D,,,DNC members,,,1,HI,Hawaii,0,7,36,0.0
512,,DNC member,,HI,Keali'i Lopez,,D,,,DNC members,,,1,HI,Hawaii,0,7,36,0.0
513,,DNC member,,HI,Kathleen G. Stanley,,D,,,DNC members,,,1,HI,Hawaii,0,7,36,0.0
514,,governor,,LA,John Bel Edwards,,D,,,Governors,,,8,LA,Louisiana,4,6,22,0.0
515,,mayor,New Orleans,LA,LaToya Cantrell,,D,,48.0,Mayors,,,3,LA,Louisiana,4,6,22,0.0
516,,representative,,LA,Cedric Richmond,,D,,,Representatives,,2.0,3,LA,Louisiana,4,6,22,0.0
517,,Democratic caucus chairman,,LA,Troy Carter Sr.,,D,,,State legislative leaders,Senate,,2,LA,Louisiana,4,6,22,0.0
518,,speaker pro tem,,LA,Walt Leger III,,D,,,State legislative leaders,House,,2,LA,Louisiana,4,6,22,0.0
519,,DNC member,,LA,Deborah J. Langhoff,,D,,,DNC members,,,1,LA,Louisiana,4,6,22,0.0
520,,DNC member,,LA,Michael McHale,,D,,,DNC members,,,1,LA,Louisiana,4,6,22,0.0
521,,DNC member,,LA,Arthur Morrell,,D,,,DNC members,,,1,LA,Louisiana,4,6,22,0.0
522,,DNC member,,LA,Karen Carter Peterson,,D,,,DNC members,,,1,LA,Louisiana,4,6,22,0.0
523,,governor,,ME,Janet Mills,,D,,,Governors,,,8,ME,Maine,10,0,27,0.0
524,,senator,,ME,Angus S. King Jr.,,I,,,Senators,,,6,ME,Maine,10,0,27,0.0
525,,representative,,ME,Chellie Pingree,,D,,,Representatives,,1.0,3,ME,Maine,10,0,27,0.0
526,,representative,,ME,Jared Golden,,D,,,Representatives,,2.0,3,ME,Maine,10,0,27,0.0
527,,speaker,,ME,Sara Gideon,,D,,,State legislative leaders,House,,2,ME,Maine,10,0,27,0.0
528,,president,,ME,Troy Jackson,,D,,,State legislative leaders,Senate,,2,ME,Maine,10,0,27,0.0
529,,DNC member,,ME,Diane M. Denk,,D,,,DNC members,,,1,ME,Maine,10,0,27,0.0
530,,DNC member,,ME,Erik Gundersen,,D,,,DNC members,,,1,ME,Maine,10,0,27,0.0
531,,DNC member,,ME,Kathleen Marra,,D,,,DNC members,,,1,ME,Maine,10,0,27,0.0
532,,governor,,MI,Gretchen Whitmer,,D,,,Governors,,,8,MI,Michigan,6,2,69,0.0
533,,senator,,MI,Gary C. Peters,,D,,,Senators,,,6,MI,Michigan,6,2,69,0.0
534,,senator,,MI,Debbie Stabenow,,D,,,Senators,,,6,MI,Michigan,6,2,69,0.0
535,,former House Democratic whip,,MI,David Bonior,,D,,,Former party leaders,,,5,MI,Michigan,6,2,69,0.0
536,,mayor,Detroit,MI,Mike Duggan,,D,,22.0,Mayors,,,3,MI,Michigan,6,2,69,0.0
537,,representative,,MI,Daniel Kildee,,D,,,Representatives,,5.0,3,MI,Michigan,6,2,69,0.0
538,,representative,,MI,Elissa Slotkin,,D,,,Representatives,,8.0,3,MI,Michigan,6,2,69,0.0
539,,representative,,MI,Andy Levin,,D,,,Representatives,,9.0,3,MI,Michigan,6,2,69,0.0
540,,representative,,MI,Haley Stevens,,D,,,Representatives,,11.0,3,MI,Michigan,6,2,69,0.0
541,,representative,,MI,Debbie Dingell,,D,,,Representatives,,12.0,3,MI,Michigan,6,2,69,0.0
542,,representative,,MI,Rashida Tlaib,,D,,,Representatives,,13.0,3,MI,Michigan,6,2,69,0.0
543,,representative,,MI,Brenda Lawrence,,D,,,Representatives,,14.0,3,MI,Michigan,6,2,69,0.0
544,,minority leader,,MI,Jim Ananich,,D,,,State legislative leaders,Senate,,2,MI,Michigan,6,2,69,0.0
545,,minority leader,,MI,Christine Greig,,D,,,State legislative leaders,House,,2,MI,Michigan,6,2,69,0.0
546,,lieutenant governor,,MI,Garlin Gilchrist,,D,,100.0,Statewide officeholders,,,2,MI,Michigan,6,2,69,0.0
547,,secretary of state,,MI,Jocelyn Benson,,D,,101.0,Statewide officeholders,,,2,MI,Michigan,6,2,69,0.0
548,,attorney general,,MI,Dana Nessel,,D,,102.0,Statewide officeholders,,,2,MI,Michigan,6,2,69,0.0
549,,DNC member,,MI,Lavora R. Barnes,,D,,,DNC members,,,1,MI,Michigan,6,2,69,0.0
550,,DNC member,,MI,Michelle Deatrick,,D,,,DNC members,,,1,MI,Michigan,6,2,69,0.0
551,,DNC member,,MI,Shauna Ryder Diggs,,D,,,DNC members,,,1,MI,Michigan,6,2,69,0.0
552,,DNC member,,MI,Cindy Estrada,,D,,,DNC members,,,1,MI,Michigan,6,2,69,0.0
553,,DNC member,,MI,Barry J. Goodman,,D,,,DNC members,,,1,MI,Michigan,6,2,69,0.0
554,,DNC member,,MI,Paula Herbart,,D,,,DNC members,,,1,MI,Michigan,6,2,69,0.0
555,,DNC member,,MI,Norwood Jewell,,D,,,DNC members,,,1,MI,Michigan,6,2,69,0.0
556,,DNC member,,MI,Mark LaChey,,D,,,DNC members,,,1,MI,Michigan,6,2,69,0.0
557,,DNC member,,MI,Daryl Newman,,D,,,DNC members,,,1,MI,Michigan,6,2,69,0.0
558,,DNC member,,MI,Alexis Wiley,,D,,,DNC members,,,1,MI,Michigan,6,2,69,0.0
559,,governor,,MT,Steve Bullock,,D,,,Governors,,,8,MT,Montana,2,2,24,0.0
560,,senator,,MT,Jon Tester,,D,,,Senators,,,6,MT,Montana,2,2,24,0.0
561,,minority leader,,MT,Casey Schreiner,,D,,,State legislative leaders,House,,2,MT,Montana,2,2,24,0.0
562,,minority leader,,MT,Jon Sesso,,D,,,State legislative leaders,Senate,,2,MT,Montana,2,2,24,0.0
563,,lieutenant governor,,MT,Mike Cooney,,D,,119.0,Statewide officeholders,,,2,MT,Montana,2,2,24,0.0
564,,DNC member,,MT,Bryce Bennett,,D,,,DNC members,,,1,MT,Montana,2,2,24,0.0
565,,DNC member,,MT,Jean Lemire Dahlman,,D,,,DNC members,,,1,MT,Montana,2,2,24,0.0
566,,DNC member,,MT,Jorge Quintana,,D,,,DNC members,,,1,MT,Montana,2,2,24,0.0
567,,DNC member,,MT,Mary Sexton,,D,,,DNC members,,,1,MT,Montana,2,2,24,0.0
568,,governor,,NC,Roy Cooper,,D,,,Governors,,,8,NC,North Carolina,6,5,45,0.0
569,,past vice-presidential nominee,,NC,John Edwards,,D,,5.0,Past nominees,,,5,NC,North Carolina,6,5,45,0.0
570,,mayor,Charlotte,NC,Vi Lyles,,D,,17.0,Mayors,,,3,NC,North Carolina,6,5,45,0.0
571,,mayor,Raleigh,NC,Nancy McFarlane,,D,,40.0,Mayors,,,3,NC,North Carolina,6,5,45,0.0
572,,representative,,NC,G.K. Butterfield,,D,,,Representatives,,1.0,3,NC,North Carolina,6,5,45,0.0
573,,representative,,NC,David Price,,D,,,Representatives,,4.0,3,NC,North Carolina,6,5,45,0.0
574,,representative,,NC,Alma Adams,,D,,,Representatives,,12.0,3,NC,North Carolina,6,5,45,0.0
575,,minority leader,,NC,Dan Blue,,D,,,State legislative leaders,Senate,,2,NC,North Carolina,6,5,45,0.0
576,,minority leader,,NC,Darren Jackson,,D,,,State legislative leaders,House,,2,NC,North Carolina,6,5,45,0.0
577,,secretary of state,,NC,Elaine Marshall,,D,,145.0,Statewide officeholders,,,2,NC,North Carolina,6,5,45,0.0
578,,attorney general,,NC,Josh Stein,,D,,146.0,Statewide officeholders,,,2,NC,North Carolina,6,5,45,0.0
579,,state auditor,,NC,Beth Wood,,D,,148.0,Statewide officeholders,,,2,NC,North Carolina,6,5,45,0.0
580,,DNC member,,NC,Denise D. Adams,,D,,,DNC members,,,1,NC,North Carolina,6,5,45,0.0
581,,DNC member,,NC,Wayne Goodwin,,D,,,DNC members,,,1,NC,North Carolina,6,5,45,0.0
582,,DNC member,,NC,Shelia A. Huggins,,D,,,DNC members,,,1,NC,North Carolina,6,5,45,0.0
583,,DNC member,,NC,Ray McKinnon,,D,,,DNC members,,,1,NC,North Carolina,6,5,45,0.0
584,,DNC member,,NC,Cliff Moone,,D,,,DNC members,,,1,NC,North Carolina,6,5,45,0.0
585,,DNC member,,NC,Bobbie Richardson,,D,,,DNC members,,,1,NC,North Carolina,6,5,45,0.0
586,,DNC member,,NC,John R. Verdejo,,D,,,DNC members,,,1,NC,North Carolina,6,5,45,0.0
587,,governor,,NM,Michelle Lujan Grisham,,D,,,Governors,,,8,NM,New Mexico,2,5,57,0.0
588,,senator,,NM,Martin Heinrich,,D,,,Senators,,,6,NM,New Mexico,2,5,57,0.0
589,,senator,,NM,Tom Udall,,D,,,Senators,,,6,NM,New Mexico,2,5,57,0.0
590,,former DNC chair,,NM,Fred Harris,,D,,,Former party leaders,,,5,NM,New Mexico,2,5,57,0.0
591,,mayor,Albuquerque,NM,Tim Keller,,D,,31.0,Mayors,,,3,NM,New Mexico,2,5,57,0.0
592,,representative,,NM,Debra A. Haaland,,D,,,Representatives,,1.0,3,NM,New Mexico,2,5,57,0.0
593,,representative,,NM,Xochitl Torres Small,,D,,,Representatives,,2.0,3,NM,New Mexico,2,5,57,0.0
594,,representative,,NM,Ben R. Lujan,,D,,,Representatives,,3.0,3,NM,New Mexico,2,5,57,0.0
595,,speaker,,NM,Brian Egolf,,D,,,State legislative leaders,House,,2,NM,New Mexico,2,5,57,0.0
596,,president pro tem,,NM,Mary Kay Papen,,D,,,State legislative leaders,Senate,,2,NM,New Mexico,2,5,57,0.0
597,,lieutenant governor,,NM,Howie Morales,,D,,135.0,Statewide officeholders,,,2,NM,New Mexico,2,5,57,0.0
598,,secretary of state,,NM,Maggie Toulouse Oliver,,D,,136.0,Statewide officeholders,,,2,NM,New Mexico,2,5,57,0.0
599,,attorney general,,NM,Hector Balderas,,D,,137.0,Statewide officeholders,,,2,NM,New Mexico,2,5,57,0.0
600,,state treasurer,,NM,Tim Eichenberg,,D,,138.0,Statewide officeholders,,,2,NM,New Mexico,2,5,57,0.0
601,,state auditor,,NM,Brian Colón,,D,,139.0,Statewide officeholders,,,2,NM,New Mexico,2,5,57,0.0
602,,commissioner of public lands,,NM,Stephanie Garcia Richard,,D,,140.0,Statewide officeholders,,,2,NM,New Mexico,2,5,57,0.0
603,,DNC member,,NM,Marg Elliston,,D,,,DNC members,,,1,NM,New Mexico,2,5,57,0.0
604,,DNC member,,NM,Joni Marie Gutierrez,,D,,,DNC members,,,1,NM,New Mexico,2,5,57,0.0
605,,DNC member,,NM,Robert Lara,,D,,,DNC members,,,1,NM,New Mexico,2,5,57,0.0
606,,DNC member,,NM,Raymond Sanchez,,D,,,DNC members,,,1,NM,New Mexico,2,5,57,0.0
607,,governor,,OR,Kate Brown,,D,,,Governors,,,8,OR,Oregon,0,3,50,0.0
608,,senator,,OR,Jeff Merkley,,D,,,Senators,,,6,OR,Oregon,0,3,50,0.0
609,,senator,,OR,Ron Wyden,,D,,,Senators,,,6,OR,Oregon,0,3,50,0.0
610,,mayor,Portland,OR,Ted Wheeler,,D,,25.0,Mayors,,,3,OR,Oregon,0,3,50,0.0
611,,representative,,OR,Suzanne Bonamici,,D,,,Representatives,,1.0,3,OR,Oregon,0,3,50,0.0
612,,representative,,OR,Earl Blumenauer,,D,,,Representatives,,3.0,3,OR,Oregon,0,3,50,0.0
613,,representative,,OR,Peter DeFazio,,D,,,Representatives,,4.0,3,OR,Oregon,0,3,50,0.0
614,,representative,,OR,Kurt Schrader,,D,,,Representatives,,5.0,3,OR,Oregon,0,3,50,0.0
615,,president,,OR,Peter Courtney,,D,,,State legislative leaders,Senate,,2,OR,Oregon,0,3,50,0.0
616,,speaker,,OR,Tina Kotek,,D,,,State legislative leaders,House,,2,OR,Oregon,0,3,50,0.0
617,,attorney general,,OR,Ellen Rosenblum,,D,,174.0,Statewide officeholders,,,2,OR,Oregon,0,3,50,0.0
618,,state treasurer,,OR,Tobias Read,,D,,175.0,Statewide officeholders,,,2,OR,Oregon,0,3,50,0.0
619,,commissioner of labor and industries,,OR,Val Hoyle,,D,,176.0,Statewide officeholders,,,2,OR,Oregon,0,3,50,0.0
620,,DNC member,,OR,Jeanne Atkins,,D,,,DNC members,,,1,OR,Oregon,0,3,50,0.0
621,,DNC member,,OR,Valdez G. Bravo,,D,,,DNC members,,,1,OR,Oregon,0,3,50,0.0
622,,DNC member,,OR,Matt K. Keating,,D,,,DNC members,,,1,OR,Oregon,0,3,50,0.0
623,,DNC member,,OR,Travis Nelson,,D,,,DNC members,,,1,OR,Oregon,0,3,50,0.0
624,,DNC member,,OR,Tanya Shively,,D,,,DNC members,,,1,OR,Oregon,0,3,50,0.0
625,,governor,,RI,Gina Raimondo,,D,,,Governors,,,8,RI,Rhode Island,10,3,42,0.0
626,,senator,,RI,Jack Reed,,D,,,Senators,,,6,RI,Rhode Island,10,3,42,0.0
627,,senator,,RI,Sheldon Whitehouse,,D,,,Senators,,,6,RI,Rhode Island,10,3,42,0.0
628,,representative,,RI,David Cicilline,,D,,,Representatives,,1.0,3,RI,Rhode Island,10,3,42,0.0
629,,representative,,RI,Jim Langevin,,D,,,Representatives,,2.0,3,RI,Rhode Island,10,3,42,0.0
630,,speaker,,RI,Nicholas Mattiello,,D,,,State legislative leaders,House,,2,RI,Rhode Island,10,3,42,0.0
631,,president,,RI,Dominick Ruggerio,,D,,,State legislative leaders,Senate,,2,RI,Rhode Island,10,3,42,0.0
632,,lieutenant governor,,RI,Dan McKee,,D,,181.0,Statewide officeholders,,,2,RI,Rhode Island,10,3,42,0.0
633,,secretary of state,,RI,Nellie Gorbea,,D,,182.0,Statewide officeholders,,,2,RI,Rhode Island,10,3,42,0.0
634,,attorney general,,RI,Peter Neronha,,D,,183.0,Statewide officeholders,,,2,RI,Rhode Island,10,3,42,0.0
635,,general treasurer,,RI,Seth Magaziner,,D,,184.0,Statewide officeholders,,,2,RI,Rhode Island,10,3,42,0.0
636,,DNC member,,RI,Grace Diaz,,D,,,DNC members,,,1,RI,Rhode Island,10,3,42,0.0
637,,DNC member,,RI,Edna O'Neill Mattson,,D,,,DNC members,,,1,RI,Rhode Island,10,3,42,0.0
638,,DNC member,,RI,Rep Joseph M. McNamara,,D,,,DNC members,,,1,RI,Rhode Island,10,3,42,0.0
639,,DNC member,,RI,Joseph R. Paolino Jr.,,D,,,DNC members,,,1,RI,Rhode Island,10,3,42,0.0
640,,governor,,VA,Ralph Northam,,D,,,Governors,,,8,VA,Virginia,7,4,69,0.0
641,,senator,,VA,Tim Kaine,,D,,,Senators,,,6,VA,Virginia,7,4,69,0.0
642,,senator,,VA,Mark R. Warner,,D,,,Senators,,,6,VA,Virginia,7,4,69,0.0
643,,former DNC chair,,VA,Terry McAuliffe,,D,,,Former party leaders,,,5,VA,Virginia,7,4,69,0.0
644,,mayor,Virginia Beach,VA,Bobby Dyer,,,,43.0,Mayors,,,3,VA,Virginia,7,4,69,0.0
645,,representative,,VA,Elaine Luria,,D,,,Representatives,,2.0,3,VA,Virginia,7,4,69,0.0
646,,representative,,VA,Robert C. Scott,,D,,,Representatives,,3.0,3,VA,Virginia,7,4,69,0.0
647,,representative,,VA,A. Donald McEachin,,D,,,Representatives,,4.0,3,VA,Virginia,7,4,69,0.0
648,,representative,,VA,Abigail Spanberger,,D,,,Representatives,,7.0,3,VA,Virginia,7,4,69,0.0
649,,representative,,VA,Don Beyer,,D,,,Representatives,,8.0,3,VA,Virginia,7,4,69,0.0
650,,representative,,VA,Jennifer Wexton,,D,,,Representatives,,10.0,3,VA,Virginia,7,4,69,0.0
651,,representative,,VA,Gerald E. Connolly,,D,,,Representatives,,11.0,3,VA,Virginia,7,4,69,0.0
652,,minority leader,,VA,Eileen Filler-Corn,,D,,,State legislative leaders,House,,2,VA,Virginia,7,4,69,0.0
653,,minority leader,,VA,Richard Saslaw,,D,,,State legislative leaders,Senate,,2,VA,Virginia,7,4,69,0.0
654,,lieutenant governor,,VA,Justin Fairfax,,D,,212.0,Statewide officeholders,,,2,VA,Virginia,7,4,69,0.0
655,,attorney general,,VA,Mark Herring,,D,,213.0,Statewide officeholders,,,2,VA,Virginia,7,4,69,0.0
656,,DNC member,,VA,Yohannes Abraham,,D,,,DNC members,,,1,VA,Virginia,7,4,69,0.0
657,,DNC member,,VA,Marc Broklawski,,D,,,DNC members,,,1,VA,Virginia,7,4,69,0.0
658,,DNC member,,VA,Steven C. Cochran,,D,,,DNC members,,,1,VA,Virginia,7,4,69,0.0
659,,DNC member,,VA,Doris Crouse-Mays,,D,,,DNC members,,,1,VA,Virginia,7,4,69,0.0
660,,DNC member,,VA,Yasmine P. Taeb Esq.,,D,,,DNC members,,,1,VA,Virginia,7,4,69,0.0
661,,DNC member,,VA,Frank Leone,,D,,,DNC members,,,1,VA,Virginia,7,4,69,0.0
662,,DNC member,,VA,Christopher P. Lu,,D,,,DNC members,,,1,VA,Virginia,7,4,69,0.0
663,,DNC member,,VA,Leopoldo J. Martinez,,D,,,DNC members,,,1,VA,Virginia,7,4,69,0.0
664,,DNC member,,VA,Jennifer L. McClellan,,D,,,DNC members,,,1,VA,Virginia,7,4,69,0.0
665,,DNC member,,VA,Atima Omara,,D,,,DNC members,,,1,VA,Virginia,7,4,69,0.0
666,,DNC member,,VA,Susan R. Swecker,,D,,,DNC members,,,1,VA,Virginia,7,4,69,0.0
667,,DNC member,,VA,Jeion A. Ward,,D,,,DNC members,,,1,VA,Virginia,7,4,69,0.0
668,,senator,,AL,Doug Jones,,D,,,Senators,,,6,AL,Alabama,6,6,18,0.0
669,,representative,,AL,Terri A. Sewell,,D,,,Representatives,,7.0,3,AL,Alabama,6,6,18,0.0
670,,minority leader,,AL,Anthony Daniels,,D,,,State legislative leaders,House,,2,AL,Alabama,6,6,18,0.0
671,,minority leader,,AL,Bobby Singleton,,D,,,State legislative leaders,Senate,,2,AL,Alabama,6,6,18,0.0
672,,DNC member,,AL,Clinton M. Daughtrey,,D,,,DNC members,,,1,AL,Alabama,6,6,18,0.0
673,,DNC member,,AL,Randy B. Kelley,,D,,,DNC members,,,1,AL,Alabama,6,6,18,0.0
674,,DNC member,,AL,Janet May,,D,,,DNC members,,,1,AL,Alabama,6,6,18,0.0
675,,DNC member,,AL,Charlie Lethate Staten,,D,,,DNC members,,,1,AL,Alabama,6,6,18,0.0
676,,DNC member,,AL,Nancy L. Worley,,D,,,DNC members,,,1,AL,Alabama,6,6,18,0.0
677,,senator,,AZ,Kyrsten Sinema,,D,,,Senators,,,6,AZ,Arizona,1,5,38,0.0
678,,mayor,Tucson,AZ,Jonathan Rothschild,,D,,32.0,Mayors,,,3,AZ,Arizona,1,5,38,0.0
679,,representative,,AZ,Tom O'Halleran,,D,,,Representatives,,1.0,3,AZ,Arizona,1,5,38,0.0
680,,representative,,AZ,Ann Kirkpatrick,,D,,,Representatives,,2.0,3,AZ,Arizona,1,5,38,0.0
681,,representative,,AZ,Raul Grijalva,,D,,,Representatives,,3.0,3,AZ,Arizona,1,5,38,0.0
682,,representative,,AZ,Ruben Gallego,,D,,,Representatives,,7.0,3,AZ,Arizona,1,5,38,0.0
683,,representative,,AZ,Greg Stanton,,D,,,Representatives,,9.0,3,AZ,Arizona,1,5,38,0.0
684,,minority leader,,AZ,David Bradley,,D,,,State legislative leaders,Senate,,2,AZ,Arizona,1,5,38,0.0
685,,minority leader,,AZ,Charlene Fernandez,,D,,,State legislative leaders,House,,2,AZ,Arizona,1,5,38,0.0
686,,secretary of state,,AZ,Katie Hobbs,,D,,8.0,Statewide officeholders,,,2,AZ,Arizona,1,5,38,0.0
687,,superintendent of public instruction,,AZ,Kathy Hoffman,,D,,11.0,Statewide officeholders,,,2,AZ,Arizona,1,5,38,0.0
688,,DNC member,,AZ,Douglas Ballard,,D,,,DNC members,,,1,AZ,Arizona,1,5,38,0.0
689,,DNC member,,AZ,William Patrick Burns,,D,,,DNC members,,,1,AZ,Arizona,1,5,38,0.0
690,,DNC member,,AZ,Luis Alberto Heredia,,D,,,DNC members,,,1,AZ,Arizona,1,5,38,0.0
691,,DNC member,,AZ,Ellie Perez,,D,,,DNC members,,,1,AZ,Arizona,1,5,38,0.0
692,,DNC member,,AZ,Felecia Rotellini,,D,,,DNC members,,,1,AZ,Arizona,1,5,38,0.0
